tau,T,cost_pure_llm_usd,cost_switching_usd,cost_saving_usd,cost_saving_pct,threshold_pct,threshold_score,llm_trials_to_target,switch_trials_to_target,trials_saved,llm_final_score,gp_final_score,switch_final_score,quality_delta,gp_advantage,llm_improvement_after_tau,llm_plateaued,model,dataset,seed,start_idx
2,25,0.0060279999999997,0.0002629999999999,0.005764999999999801,95.63702720637171,0.95,0.9082541008975548,25,3,22,0.8325332714329928,0.9560569483132156,0.9560569483132156,0.12352367688022281,0.12352367688022281,0.0,True,adaboost,digits,0,0
3,25,0.0060369999999997995,0.0004169999999999,0.005619999999999899,93.0925956600975,0.95,0.9029630919220054,25,4,21,0.8325332714329928,0.9504874651810584,0.9504874651810584,0.1179541937480656,0.1179541937480656,0.0,True,adaboost,digits,0,1
1,25,0.0060279999999998,0.0001239999999999,0.0059039999999999,97.9429329794309,0.95,0.9008534509439802,25,2,23,0.831976168368926,0.9482667904673476,0.9482667904673476,0.11629062209842167,0.11629062209842167,0.0,True,adaboost,digits,0,2
1,25,0.0060279999999997,0.0001239999999999,0.0059039999999998,97.94293297943089,0.95,0.9061341689879295,25,2,23,0.8325332714329928,0.9538254410399258,0.9538254410399258,0.12129216960693301,0.12129216960693301,0.0,True,adaboost,digits,1,0
4,25,0.0060279999999997,0.0005889999999998,0.0054389999999999005,90.22893165229215,0.95,0.9077204425874342,25,5,20,0.8325332714329928,0.955495202723615,0.955495202723615,0.12296193129062216,0.12296193129062216,0.0,True,adaboost,digits,1,1
2,25,0.0060279999999998,0.0002629999999999,0.0057649999999999,95.63702720637178,0.95,0.9066678272980501,25,3,22,0.831976168368926,0.9543871866295264,0.9543871866295264,0.12241101826060041,0.12241101826060041,0.0,True,adaboost,digits,1,2
1,25,0.0060309999999998,0.0001239999999999,0.0059069999999999,97.9439562261664,0.95,0.908780408542247,25,3,22,0.831976168368926,0.95661095636026,0.95661095636026,0.12463478799133398,0.12463478799133398,0.0,True,adaboost,digits,2,0
14,25,0.0060309999999998,0.0030169999999998,0.0030140000000000006,49.975128502737526,0.95,0.9056122717424944,25,15,10,0.831976168368926,0.9532760755184152,0.9532760755184152,0.12129990714948924,0.12129990714948924,0.0,True,adaboost,digits,2,1
9,25,0.0060279999999998,0.0016589999999998002,0.004369,72.47843397478674,0.95,0.904550835654596,25,10,15,0.831976168368926,0.952158774373259,0.952158774373259,0.12018260600433306,0.12018260600433306,0.0,True,adaboost,digits,2,2
4,25,0.0060249999999998,0.0005859999999999,0.0054389999999999,90.27385892116315,0.95,0.9316371681415926,1,1,0,0.9349945660611706,0.9806707033069396,0.9806707033069396,0.04567613724576902,0.04567613724576902,0.0,True,adaboost,breast,0,0
6,25,0.0060249999999998,0.0009689999999998,0.005056,83.91701244813557,0.95,0.9333038348082594,1,1,0,0.9349945660611706,0.982425089271852,0.982425089271852,0.04743052321068142,0.04743052321068142,0.0,True,adaboost,breast,0,1
1,25,0.0060249999999998,0.0001239999999999,0.005900999999999899,97.94190871369454,0.95,0.9316519174041298,1,1,0,0.9349945660611706,0.9806862288464524,0.9806862288464524,0.045691662785281806,0.045691662785281806,0.0,True,adaboost,breast,0,2
7,25,0.0060279999999998,0.0011859999999998,0.004842,80.32514930325416,0.95,0.9299705014749263,1,1,0,0.9349945660611706,0.9789163173420278,0.9789163173420278,0.04392175128085718,0.04392175128085718,0.0,True,adaboost,breast,1,0
2,25,0.0060279999999998,0.0002629999999999,0.0057649999999999,95.63702720637178,0.95,0.9283038348082596,1,1,0,0.9349945660611706,0.9771619313771154,0.9771619313771154,0.04216736531594478,0.04216736531594478,0.0,True,adaboost,breast,1,1
2,25,0.0060279999999998,0.0002629999999999,0.0057649999999999,95.63702720637178,0.95,0.9316519174041298,1,1,0,0.9349945660611706,0.9806862288464524,0.9806862288464524,0.045691662785281806,0.045691662785281806,0.0,True,adaboost,breast,1,2
14,25,0.0060354999999997,0.0030214999999997,0.0030139999999999998,49.93786761660426,0.95,0.9316371681415929,1,1,0,0.9349945660611706,0.98067070330694,0.98067070330694,0.045676137245769355,0.045676137245769355,0.0,True,adaboost,breast,2,0
4,25,0.0060339999999998,0.0005859999999999,0.0054479999999999,90.2883659264183,0.95,0.9316371681415929,1,1,0,0.9349945660611706,0.98067070330694,0.98067070330694,0.045676137245769355,0.045676137245769355,0.0,True,adaboost,breast,2,1
8,25,0.0060279999999998,0.0014149999999998,0.004613,76.52621101526465,0.95,0.9333185840707965,1,1,0,0.9349945660611706,0.9824406148113648,0.9824406148113648,0.0474460487501942,0.0474460487501942,0.0,True,adaboost,breast,2,2
10,25,0.0061474999999999,0.0019474999999998998,0.0042,68.32045546970424,0.95,-3113.514917650327,25,25,0,-4368.987037916213,-3277.3841238424493,-3277.3841238424493,1091.6029140737637,1091.6029140737637,0.0,True,adaboost,diabetes,0,0
12,25,0.0061474999999999,0.0025074999999998996,0.00364,59.21106140707701,0.95,-3076.848423179235,25,25,0,-4368.987037916213,-3238.787813872879,-3238.787813872879,1130.1992240433342,1130.1992240433342,0.0,True,adaboost,diabetes,0,1
1,25,0.0061474999999999,0.000125,0.0060224999999998995,97.9666531110207,0.95,-3066.3486341541056,25,25,0,-4368.987037916213,-3227.735404372743,-3227.735404372743,1141.2516335434702,1141.2516335434702,0.0,True,adaboost,diabetes,0,2
19,25,0.0061474999999999,0.0044674999999998995,0.00168,27.3281821878817,0.95,-3077.9399491364456,25,25,0,-4368.987037916213,-3239.93678856468,-3239.93678856468,1129.0502493515332,1129.0502493515332,0.0,True,adaboost,diabetes,1,0
2,25,0.0061474999999999,0.0002655,0.0058819999999998995,95.68117120780798,0.95,-3101.8831438026536,25,25,0,-4368.987037916213,-3265.1401513712144,-3265.1401513712144,1103.8468865449986,1103.8468865449986,0.0,True,adaboost,diabetes,1,1
7,25,0.0061474999999999,0.0012004999999998998,0.004947,80.47173647824451,0.95,-3157.058239251685,25,25,0,-4368.987037916213,-3323.2191992123,-3323.2191992123,1045.7678387039132,1045.7678387039132,0.0,True,adaboost,diabetes,1,2
19,25,0.0061474999999999,0.0044674999999998995,0.00168,27.3281821878817,0.95,-3106.481631808536,25,25,0,-4368.987037916213,-3269.980665061617,-3269.980665061617,1099.006372854596,1099.006372854596,0.0,True,adaboost,diabetes,2,0
24,25,0.0061474999999999,0.0058674999999999,0.00027999999999999987,4.554697031313614,0.95,-3058.4460401584047,25,25,0,-4368.987037916213,-3219.416884377268,-3219.416884377268,1149.5701535389449,1149.5701535389449,0.0,True,adaboost,diabetes,2,1
11,25,0.0061474999999999,0.0022274999999998997,0.00392,63.765758438390634,0.95,-3116.883285700153,25,25,0,-4368.987037916213,-3280.929774421214,-3280.929774421214,1088.057263494999,1088.057263494999,0.0,True,adaboost,diabetes,2,2
16,25,0.0060624999999999,0.0035829999999999,0.0024794999999999995,40.89896907216562,0.95,-19.53177765067542,25,25,0,-21.79716239929005,-20.55976594807939,-20.55976594807939,1.2373964512106568,1.2373964512106568,0.0,True,adaboost,boston,0,0
3,25,0.0060624999999999,0.00042149999999989993,0.005640999999999999,93.0474226804139,0.95,-18.8749582435506,25,25,0,-21.79716239929005,-19.86837709847432,-19.86837709847432,1.9287853008157292,1.9287853008157292,0.0,True,adaboost,boston,0,1
6,25,0.0060624999999999,0.0009779999999999,0.0050845,83.86804123711478,0.95,-19.727956718629805,25,25,0,-21.79716239929005,-20.766270230136637,-20.766270230136637,1.030892169153411,1.030892169153411,0.0,True,adaboost,boston,0,2
1,25,0.0060624999999999,0.0001255,0.0059369999999999,97.92989690721647,0.95,-19.043783112293795,25,25,0,-21.79716239929005,-20.046087486625048,-20.046087486625048,1.7510749126650005,1.7510749126650005,0.0,True,adaboost,boston,1,0
2,25,0.0060624999999999,0.00026599999999999996,0.0057964999999999,95.61237113402055,0.95,-20.249851016118296,25,25,0,-21.79716239929005,-21.315632648545574,-21.315632648545574,0.4815297507444747,0.4815297507444747,0.0,True,adaboost,boston,1,1
10,25,0.0060624999999999,0.0019299999999999001,0.004132499999999999,68.16494845360936,0.95,-19.60822459134623,25,25,0,-21.79716239929005,-20.6402364119434,-20.6402364119434,1.15692598734665,1.15692598734665,0.0,True,adaboost,boston,1,2
1,25,0.0060624999999999,0.0001255,0.0059369999999999,97.92989690721647,0.95,-19.369225961836207,25,25,0,-21.79716239929005,-20.38865890719601,-20.38865890719601,1.408503492094038,1.408503492094038,0.0,True,adaboost,boston,2,0
21,25,0.0060624999999999,0.004960499999999899,0.0011020000000000005,18.177319587629174,0.95,-19.607107763128376,25,25,0,-21.79716239929005,-20.639060803293027,-20.639060803293027,1.158101595997021,1.158101595997021,0.0,True,adaboost,boston,2,1
19,25,0.0060624999999999,0.0044094999999999,0.001653,27.265979381443753,0.95,-19.067337441418935,25,25,0,-21.79716239929005,-20.07088151728309,-20.07088151728309,1.7262808820069573,1.7262808820069573,0.0,True,adaboost,boston,2,2
